Município,rate,id,codigo_uf
Terra Rica,10.4,4102730,41
Terra Roxa,10.1,4102740,41
Tibagi,12.7,4102750,41
Tijucas do Sul,7.9,4102760,41
Toledo,4.5,4102770,41
Tomazina,14.2,4102780,41
Três Barras do Paraná,11.7,4102785,41
Tunas do Paraná,17.7,4102788,41
Tuneiras do Oeste,9.9,4102790,41
Tupãssi,6.5,4102795,41
Turvo,9.4,4102796,41
Ubiratã,8.5,4102800,41
Umuarama,6.0,4102810,41
União da Vitória,4.1,4102820,41
Uniflor,10.3,4102830,41
Uraí,10.6,4102840,41
Ventania,15.5,4102853,41
Vera Cruz do Oeste,10.4,4102855,41
Verê,10.6,4102860,41
Virmond,7.2,4102865,41
Vitorino,5.9,4102870,41
Wenceslau Braz,11.4,4102850,41
Xambrê,11.0,4102880,41
Abdon Batista,10.8,4200005,42
Abelardo Luz,11.4,4200010,42
Agrolândia,5.6,4200020,42
Agronômica,4.9,4200030,42
Água Doce,6.3,4200040,42
Águas de Chapecó,7.1,4200050,42
Águas Frias,10.0,4200055,42
Águas Mornas,4.8,4200060,42
Alfredo Wagner,8.6,4200070,42
Alto Bela Vista,3.1,4200075,42
Anchieta,6.4,4200080,42
Angelina,9.2,4200090,42
Anita Garibaldi,12.3,4200100,42
Anitápolis,9.3,4200110,42
Antônio Carlos,3.9,4200120,42
Apiúna,5.2,4200125,42
Arabutã,2.9,4200127,42
Araquari,5.6,4200130,42
Araranguá,4.3,4200140,42
Armazém,5.1,4200150,42
Arroio Trinta,6.8,4200160,42
Arvoredo,9.9,4200165,42
Ascurra,3.8,4200170,42
Atalanta,4.9,4200180,42
Aurora,5.3,4200190,42
Balneário Arroio do Silva,4.9,4200195,42
Balneário Barra do Sul,3.9,4200205,42
Balneário Camboriú,1.3,4200200,42
Balneário Gaivota,5.7,4200207,42
Balneário Piçarras,4.3,4201280,42
Bandeirante,9.0,4200208,42
Barra Bonita,13.8,4200209,42
Barra Velha,4.6,4200210,42
Bela Vista do Toldo,5.7,4200213,42
Belmonte,9.8,4200215,42
Benedito Novo,3.7,4200220,42
Biguaçu,4.6,4200230,42
Blumenau,1.7,4200240,42
Bocaina do Sul,11.6,4200243,42
Bom Jardim da Serra,8.5,4200250,42
Bom Jesus,10.4,4200253,42
Bom Jesus do Oeste,8.4,4200257,42
Bom Retiro,9.6,4200260,42
Bombinhas,3.5,4200245,42
Botuverá,5.3,4200270,42
Braço do Norte,3.9,4200280,42
Braço do Trombudo,2.7,4200285,42
Brunópolis,12.6,4200287,42
Brusque,2.4,4200290,42
Caçador,5.7,4200300,42
Caibi,7.9,4200310,42
Calmon,13.0,4200315,42
Camboriú,4.3,4200320,42
Campo Alegre,4.5,4200330,42
Campo Belo do Sul,13.0,4200340,42
Campo Erê,13.6,4200350,42
Campos Novos,5.6,4200360,42
Canelinha,7.1,4200370,42
Canoinhas,3.6,4200380,42
Capão Alto,10.2,4200325,42
Capinzal,5.5,4200390,42
Capivari de Baixo,3.8,4200395,42
Catanduvas,5.5,4200400,42
Caxambu do Sul,10.5,4200410,42
Celso Ramos,10.2,4200415,42
Cerro Negro,15.9,4200417,42
Chapadão do Lageado,7.3,4200419,42
Chapecó,4.5,4200420,42
Cocal do Sul,2.7,4200425,42
Concórdia,3.6,4200430,42
Cordilheira Alta,4.2,4200435,42
Coronel Freitas,8.8,4200440,42
Coronel Martins,11.5,4200445,42
Correia Pinto,9.0,4200455,42
Corupá,2.8,4200450,42
Criciúma,3.0,4200460,42
Cunha Porã,4.3,4200470,42
Cunhataí,3.7,4200475,42
Curitibanos,7.1,4200480,42
Descanso,5.2,4200490,42
Dionísio Cerqueira,10.7,4200500,42
Dona Emma,4.3,4200510,42
Doutor Pedrinho,4.8,4200515,42
Entre Rios,12.2,4200517,42
Ermo,6.6,4200519,42
Erval Velho,8.1,4200520,42
Faxinal dos Guedes,6.1,4200530,42
Flor do Sertão,9.9,4200535,42
Florianópolis,1.9,4200540,42
Formosa do Sul,5.8,4200543,42
Forquilhinha,3.5,4200545,42
Fraiburgo,5.7,4200550,42
Frei Rogério,9.3,4200555,42
Galvão,16.5,4200560,42
Garopaba,7.5,4200570,42
Garuva,5.7,4200580,42
Gaspar,2.4,4200590,42
Governador Celso Ramos,7.0,4200600,42
Grão Pará,4.0,4200610,42
Gravatal,4.8,4200620,42
Guabiruba,3.0,4200630,42
Guaraciaba,5.9,4200640,42
Guaramirim,2.6,4200650,42
Guarujá do Sul,5.9,4200660,42
Guatambú,10.8,4200665,42
Herval d'Oeste,4.8,4200670,42
Ibiam,5.6,4200675,42
Ibicaré,5.8,4200680,42
Ibirama,5.1,4200690,42
Içara,3.8,4200700,42
Ilhota,5.4,4200710,42
Imaruí,12.6,4200720,42
Imbituba,4.8,4200730,42
Imbuia,5.6,4200740,42
Indaial,2.8,4200750,42
Iomerê,2.8,4200757,42
Ipira,3.8,4200760,42
Iporã do Oeste,3.8,4200765,42
Ipuaçu,11.3,4200768,42
Ipumirim,4.9,4200770,42
Iraceminha,7.0,4200775,42
Irani,6.3,4200780,42
Irati,11.7,4200785,42
Irineópolis,7.1,4200790,42
Itá,5.9,4200800,42
Itaiópolis,4.6,4200810,42
Itajaí,2.9,4200820,42
Itapema,2.7,4200830,42
Itapiranga,3.2,4200840,42
Itapoá,3.7,4200845,42
Ituporanga,4.5,4200850,42
Jaborá,6.9,4200860,42
Jacinto Machado,7.3,4200870,42
Jaguaruna,6.6,4200880,42
Jaraguá do Sul,1.6,4200890,42
Jardinópolis,8.3,4200895,42
Joaçaba,2.8,4200900,42
Joinville,2.2,4200910,42
José Boiteux,6.3,4200915,42
Jupiá,9.3,4200917,42
Lacerdópolis,5.0,4200920,42
Lages,4.9,4200930,42
Laguna,5.9,4200940,42
Lajeado Grande,7.2,4200945,42
Laurentino,3.6,4200950,42
Lauro Muller,5.6,4200960,42
Lebon Régis,12.2,4200970,42
Leoberto Leal,10.5,4200980,42
Lindóia do Sul,5.6,4200985,42
Lontras,5.8,4200990,42
Luiz Alves,5.1,4201000,42
Luzerna,1.7,4201003,42
Macieira,10.0,4201005,42
Mafra,2.8,4201010,42
Major Gercino,7.1,4201020,42
Major Vieira,6.2,4201030,42
Maracajá,5.7,4201040,42
Maravilha,4.9,4201050,42
Marema,8.3,4201055,42
Massaranduba,3.2,4201060,42
Matos Costa,12.1,4201070,42
Meleiro,5.3,4201080,42
Mirim Doce,7.0,4201085,42
Modelo,6.1,4201090,42
Mondaí,4.2,4201100,42
Monte Carlo,13.2,4201105,42
Monte Castelo,7.6,4201110,42
Morro da Fumaça,5.1,4201120,42
Morro Grande,5.7,4201125,42
Navegantes,4.0,4201130,42
Nova Erechim,5.2,4201140,42
Nova Itaberaba,8.0,4201145,42
Nova Trento,3.1,4201150,42
Nova Veneza,3.7,4201160,42
Novo Horizonte,11.8,4201165,42
Orleans,3.9,4201170,42
Otacílio Costa,6.8,4201175,42
Ouro,3.6,4201180,42
Ouro Verde,11.6,4201185,42
Paial,8.9,4201187,42
Painel,9.0,4201189,42
Palhoça,3.7,4201190,42
Palma Sola,9.3,4201200,42
Palmeira,11.4,4201205,42
Palmitos,6.9,4201210,42
Papanduva,7.1,4201220,42
Paraíso,10.1,4201223,42
Passo de Torres,7.2,4201225,42
Passos Maia,9.1,4201227,42
Paulo Lopes,10.7,4201230,42
Pedras Grandes,4.1,4201240,42
Penha,4.1,4201250,42
Peritiba,2.1,4201260,42
Petrolândia,7.1,4201270,42
Pinhalzinho,4.7,4201290,42
Pinheiro Preto,4.9,4201300,42
Piratuba,5.3,4201310,42
Planalto Alegre,12.6,4201315,42
Pomerode,1.5,4201320,42
Ponte Alta,10.2,4201330,42
Ponte Alta do Norte,11.0,4201335,42
Ponte Serrada,8.9,4201340,42
Porto Belo,5.1,4201350,42
Porto União,3.8,4201360,42
Pouso Redondo,5.6,4201370,42
Praia Grande,8.4,4201380,42
Presidente Castello Branco,5.3,4201390,42
Presidente Getúlio,3.0,4201400,42
Presidente Nereu,10.4,4201410,42
Princesa,9.2,4201415,42
Quilombo,8.0,4201420,42
Rancho Queimado,6.6,4201430,42
Rio das Antas,4.6,4201440,42
Rio do Campo,5.2,4201450,42
Rio do Oeste,4.5,4201460,42
Rio do Sul,3.0,4201480,42
Rio dos Cedros,3.3,4201470,42
Rio Fortuna,2.5,4201490,42
Rio Negrinho,3.8,4201500,42
Rio Rufino,8.2,4201505,42
Riqueza,7.6,4201507,42
Rodeio,3.8,4201510,42
Romelândia,10.1,4201520,42
Salete,4.5,4201530,42
Saltinho,13.0,4201535,42
Salto Veloso,6.0,4201540,42
Sangão,7.2,4201545,42
Santa Cecília,8.3,4201550,42
Santa Helena,9.5,4201555,42
Santa Rosa de Lima,3.4,4201560,42
Santa Rosa do Sul,5.6,4201565,42
Santa Terezinha,5.8,4201567,42
Santa Terezinha do Progresso,11.5,4201568,42
Santiago do Sul,10.4,4201569,42
Santo Amaro da Imperatriz,4.8,4201570,42
São Bento do Sul,2.8,4201580,42
São Bernardino,11.5,4201575,42
São Bonifácio,3.7,4201590,42
São Carlos,4.7,4201600,42
São Cristovão do Sul,10.8,4201605,42
São Domingos,9.3,4201610,42
São Francisco do Sul,3.7,4201620,42
São João Batista,3.4,4201630,42
São João do Itaperiú,6.2,4201635,42
São João do Oeste,0.9,4201625,42
São João do Sul,7.7,4201640,42
São Joaquim,5.5,4201650,42
São José,2.3,4201660,42
São José do Cedro,6.1,4201670,42
São José do Cerrito,12.7,4201680,42
São Lourenço do Oeste,6.5,4201690,42
São Ludgero,3.6,4201700,42
São Martinho,4.7,4201710,42
São Miguel da Boa Vista,10.5,4201715,42
São Miguel do Oeste,4.0,4201720,42
São Pedro de Alcântara,7.5,4201725,42
Saudades,3.5,4201730,42
Schroeder,2.4,4201740,42
Seara,5.0,4201750,42
Serra Alta,5.0,4201755,42
Siderópolis,4.0,4201760,42
Sombrio,5.8,4201770,42
Sul Brasil,13.2,4201775,42
Taió,5.1,4201780,42
Tangará,6.3,4201790,42
Tigrinhos,9.1,4201795,42
Tijucas,5.9,4201800,42
Timbé do Sul,7.8,4201810,42
Timbó,2.0,4201820,42
Timbó Grande,9.2,4201825,42
Três Barras,6.1,4201830,42
Treviso,2.4,4201835,42
Treze de Maio,5.1,4201840,42
Treze Tílias,3.7,4201850,42
Trombudo Central,3.2,4201860,42
Tubarão,3.6,4201870,42
Tunápolis,2.7,4201875,42
Turvo,5.0,4201880,42
União do Oeste,8.5,4201885,42
Urubici,4.5,4201890,42
Urupema,6.1,4201895,42
Urussanga,3.4,4201900,42
Vargeão,8.5,4201910,42
Vargem,10.6,4201915,42
Vargem Bonita,6.7,4201917,42
Vidal Ramos,7.4,4201920,42
Videira,4.4,4201930,42
Vitor Meireles,8.2,4201935,42
Witmarsum,4.2,4201940,42
Xanxerê,5.3,4201950,42
Xavantina,7.4,4201960,42
Xaxim,5.5,4201970,42
Zortéa,5.3,4201985,42
Aceguá,6.2,4300003,43
Água Santa,6.0,4300005,43
Agudo,7.3,4300010,43
Ajuricaba,5.0,4300020,43
Alecrim,6.8,4300030,43
Alegrete,5.5,4300040,43
Alegria,10.5,4300045,43
Almirante Tamandaré do Sul,4.0,4300047,43
Alpestre,11.9,4300050,43
Alto Alegre,9.1,4300055,43
Alto Feliz,1.8,4300057,43
Alvorada,3.8,4300060,43
Amaral Ferrador,12.8,4300063,43
Ametista do Sul,10.3,4300064,43
André da Rocha,6.2,4300066,43
Anta Gorda,5.7,4300070,43
Antônio Prado,4.7,4300080,43
Arambaré,8.4,4300085,43
Araricá,5.2,4300087,43
Aratiba,4.6,4300090,43
Arroio do Meio,1.6,4300100,43
Arroio do Padre,6.9,4300107,43
Arroio do Sal,4.1,4300105,43
Arroio do Tigre,6.9,4300120,43
Arroio dos Ratos,6.5,4300110,43
Arroio Grande,7.7,4300130,43
Arvorezinha,8.1,4300140,43
Augusto Pestana,3.7,4300150,43
Áurea,4.9,4300155,43
Bagé,5.1,4300160,43
Balneário Pinhal,5.0,4300163,43
Barão,3.3,4300165,43
Barão de Cotegipe,3.9,4300170,43
Barão do Triunfo,9.5,4300175,43
Barra do Guarita,10.6,4300185,43
Barra do Quaraí,8.9,4300187,43
Barra do Ribeiro,7.5,4300190,43
Barra do Rio Azul,9.0,4300192,43
Barra Funda,5.5,4300195,43
Barracão,8.3,4300180,43
Barros Cassal,13.6,4300200,43
Benjamin Constant do Sul,16.3,4300205,43
Bento Gonçalves,2.1,4300210,43
Boa Vista das Missões,7.2,4300215,43
Boa Vista do Buricá,1.6,4300220,43
Boa Vista do Cadeado,5.8,4300222,43
Boa Vista do Incra,5.8,4300223,43
Boa Vista do Sul,8.0,4300225,43
Bom Jesus,7.6,4300230,43
Bom Princípio,1.6,4300235,43
Bom Progresso,9.2,4300237,43
Bom Retiro do Sul,3.0,4300240,43
Boqueirão do Leão,11.1,4300245,43
Bossoroca,7.6,4300250,43
Bozano,3.7,4300258,43
Braga,13.8,4300260,43
Brochier,2.5,4300265,43
Butiá,9.4,4300270,43
Caçapava do Sul,8.6,4300280,43
Cacequi,7.6,4300290,43
Cachoeira do Sul,7.3,4300300,43
Cachoeirinha,2.7,4300310,43
Cacique Doble,10.4,4300320,43
Caibaté,6.4,4300330,43
Caiçara,7.0,4300340,43
Camaquã,7.0,4300350,43
Camargo,7.6,4300355,43
Cambará do Sul,6.3,4300360,43
Campestre da Serra,7.4,4300367,43
Campina das Missões,4.1,4300370,43
Campinas do Sul,4.4,4300380,43
Campo Bom,2.9,4300390,43
Campo Novo,12.6,4300400,43
Campos Borges,9.0,4300410,43
Candelária,8.3,4300420,43
Cândido Godói,3.3,4300430,43
Candiota,6.0,4300435,43
Canela,3.7,4300440,43
Canguçu,9.6,4300450,43
Canoas,2.6,4300460,43
Canudos do Vale,9.5,4300461,43
Capão Bonito do Sul,9.4,4300462,43
Capão da Canoa,3.4,4300463,43
Capão do Cipó,6.0,4300465,43
Capão do Leão,7.2,4300466,43
Capela de Santana,6.0,4300468,43
Capitão,4.3,4300469,43
Capivari do Sul,6.4,4300467,43
Caraá,12.3,4300471,43
Carazinho,3.9,4300470,43
Carlos Barbosa,3.1,4300480,43
Carlos Gomes,5.2,4300485,43
Casca,4.4,4300490,43
Caseiros,10.5,4300495,43
Catuípe,4.7,4300500,43
Caxias do Sul,2.3,4300510,43
Centenário,3.5,4300511,43
Cerrito,11.5,4300512,43
Cerro Branco,14.1,4300513,43
Cerro Grande,13.5,4300515,43
Cerro Grande do Sul,9.2,4300517,43
Cerro Largo,4.4,4300520,43
Chapada,4.2,4300530,43
Charqueadas,3.7,4300535,43
Charrua,13.4,4300537,43
Chiapetta,5.7,4300540,43
Chuí,1.4,4300543,43
Chuvisca,8.1,4300544,43
Cidreira,3.9,4300545,43
Ciríaco,8.1,4300550,43
Colinas,2.8,4300558,43
Colorado,3.9,4300560,43
Condor,5.2,4300570,43
Constantina,8.3,4300580,43
Coqueiro Baixo,5.9,4300583,43
Coqueiros do Sul,5.7,4300585,43
Coronel Barros,3.2,4300587,43
Coronel Bicaco,11.3,4300590,43
Coronel Pilar,5.2,4300593,43
Cotiporã,4.4,4300595,43
Coxilha,7.7,4300597,43
Crissiumal,5.5,4300600,43
Cristal,10.0,4300605,43
Cristal do Sul,10.6,4300607,43
Cruz Alta,4.5,4300610,43
Cruzaltense,6.4,4300613,43
Cruzeiro do Sul,3.2,4300620,43
David Canabarro,6.9,4300630,43
Derrubadas,8.0,4300632,43
Dezesseis de Novembro,10.8,4300635,43
Dilermando de Aguiar,14.2,4300637,43
Dois Irmãos,1.2,4300640,43
Dois Irmãos das Missões,14.3,4300642,43
Dois Lajeados,4.5,4300645,43
Dom Feliciano,12.2,4300650,43
Dom Pedrito,6.0,4300660,43
Dom Pedro de Alcântara,3.9,4300655,43
Dona Francisca,6.4,4300670,43
Doutor Maurício Cardoso,6.2,4300673,43
Doutor Ricardo,6.8,4300675,43
Eldorado do Sul,4.4,4300676,43
Encantado,3.1,4300680,43
Encruzilhada do Sul,10.3,4300690,43
Engenho Velho,9.7,4300692,43
Entre Rios do Sul,8.3,4300695,43
Entre-Ijuís,5.4,4300693,43
Erebango,6.9,4300697,43
Erechim,3.3,4300700,43
Ernestina,5.3,4300705,43
Erval Grande,10.8,4300720,43
Erval Seco,10.5,4300730,43
Esmeralda,8.9,4300740,43
Esperança do Sul,9.7,4300745,43
Espumoso,6.6,4300750,43
Estação,3.2,4300755,43
Estância Velha,2.8,4300760,43
Esteio,2.4,4300770,43
Estrela,2.7,4300780,43
Estrela Velha,8.6,4300781,43
Eugênio de Castro,6.1,4300783,43
Fagundes Varela,4.3,4300786,43
Farroupilha,2.7,4300790,43
Faxinal do Soturno,4.9,4300800,43
Faxinalzinho,10.1,4300805,43
Fazenda Vilanova,5.2,4300807,43
Feliz,0.9,4300810,43
Flores da Cunha,3.1,4300820,43
Floriano Peixoto,3.1,4300825,43
Fontoura Xavier,18.8,4300830,43
Formigueiro,11.3,4300840,43
Forquetinha,5.5,4300843,43
Fortaleza dos Valos,5.5,4300845,43
Frederico Westphalen,4.5,4300850,43
Garibaldi,2.2,4300860,43
Garruchos,12.1,4300865,43
Gaurama,3.5,4300870,43
General Câmara,10.7,4300880,43
Gentil,7.0,4300885,43
Getúlio Vargas,4.4,4300890,43
Giruá,6.5,4300900,43
Glorinha,7.8,4300905,43
Gramado,2.5,4300910,43
Gramado dos Loureiros,12.7,4300912,43
Gramado Xavier,9.8,4300915,43
Gravataí,3.1,4300920,43
Guabiju,3.7,4300925,43
Guaíba,3.9,4300930,43
Guaporé,2.9,4300940,43
Guarani das Missões,5.8,4300950,43
Harmonia,2.5,4300955,43
Herval,7.3,4300710,43
Herveiras,11.6,4300957,43
Horizontina,3.2,4300960,43
Hulha Negra,8.8,4300965,43
Humaitá,3.7,4300970,43
Ibarama,6.7,4300975,43
Ibiaçá,5.5,4300980,43
Ibiraiaras,5.6,4300990,43
Ibirapuitã,8.4,4300995,43
Ibirubá,3.8,4301000,43
Igrejinha,3.5,4301010,43
Ijuí,4.0,4301020,43
Ilópolis,6.9,4301030,43
Imbé,3.2,4301033,43
Imigrante,1.4,4301036,43
Independência,7.6,4301040,43
Inhacorá,12.0,4301041,43
Ipê,5.9,4301043,43
Ipiranga do Sul,3.1,4301046,43
Iraí,8.5,4301050,43
Itaara,5.0,4301053,43
Itacurubi,7.4,4301055,43
Itapuca,9.4,4301057,43
Itaqui,5.6,4301060,43
Itati,12.1,4301065,43
Itatiba do Sul,10.2,4301070,43
Ivorá,5.2,4301075,43
Ivoti,1.7,4301080,43
Jaboticaba,13.5,4301085,43
Jacuizinho,10.8,4301087,43
Jacutinga,7.5,4301090,43
Jaguarão,6.2,4301100,43
Jaguari,4.7,4301110,43
Jaquirana,9.9,4301112,43
Jari,7.8,4301113,43
Jóia,5.9,4301115,43
Júlio de Castilhos,5.2,4301120,43
Lagoa Bonita do Sul,12.1,4301123,43
Lagoa dos Três Cantos,1.4,4301127,43
Lagoa Vermelha,6.6,4301130,43
Lagoão,19.1,4301125,43
Lajeado,2.5,4301140,43
Lajeado do Bugre,16.8,4301142,43
Lavras do Sul,9.2,4301150,43
Liberato Salzano,11.8,4301160,43
Lindolfo Collor,3.0,4301162,43
Linha Nova,3.3,4301164,43
Maçambará,7.8,4301171,43
Machadinho,11.2,4301170,43
Mampituba,8.9,4301173,43
Manoel Viana,11.0,4301175,43
Maquiné,7.5,4301177,43
Maratá,3.4,4301179,43
Marau,2.6,4301180,43
Marcelino Ramos,5.6,4301190,43
Mariana Pimentel,6.6,4301198,43
Mariano Moro,7.1,4301200,43
Marques de Souza,7.0,4301205,43
Mata,7.7,4301210,43
Mato Castelhano,6.5,4301213,43
Mato Leitão,4.3,4301215,43
Mato Queimado,8.1,4301217,43
Maximiliano de Almeida,9.0,4301220,43
Minas do Leão,10.5,4301225,43
Miraguaí,9.8,4301230,43
Montauri,6.8,4301235,43
Monte Alegre dos Campos,10.5,4301237,43
Monte Belo do Sul,1.8,4301238,43
Montenegro,3.7,4301240,43
Mormaço,10.6,4301242,43
Morrinhos do Sul,9.6,4301244,43
Morro Redondo,8.1,4301245,43
Morro Reuter,1.2,4301247,43
Mostardas,11.1,4301250,43
Muçum,3.3,4301260,43
Muitos Capões,5.8,4301261,43
Muliterno,7.8,4301262,43
Não-Me-Toque,3.1,4301265,43
Nicolau Vergueiro,6.3,4301267,43
Nonoai,9.7,4301270,43
Nova Alvorada,6.6,4301275,43
Nova Araçá,2.5,4301280,43
Nova Bassano,4.3,4301290,43
Nova Boa Vista,2.4,4301295,43
Nova Bréscia,3.6,4301300,43
Nova Candelária,2.6,4301301,43
Nova Esperança do Sul,5.4,4301303,43
Nova Hartz,3.3,4301306,43
Nova Pádua,2.9,4301308,43
Nova Palma,2.5,4301310,43
Nova Petrópolis,2.5,4301320,43
Nova Prata,3.0,4301330,43
Nova Ramada,6.1,4301333,43
Nova Roma do Sul,5.1,4301335,43
Nova Santa Rita,4.1,4301337,43
Novo Barreiro,9.2,4301349,43
Novo Cabrais,7.5,4301339,43
Novo Hamburgo,3.2,4301340,43
Novo Machado,6.7,4301342,43
Novo Tiradentes,13.0,4301344,43
Novo Xingu,5.5,4301346,43
Osório,4.3,4301350,43
Paim Filho,7.8,4301360,43
Palmares do Sul,7.2,4301365,43
Palmeira das Missões,8.8,4301370,43
Palmitinho,8.1,4301380,43
Panambi,3.0,4301390,43
Pantano Grande,10.8,4301395,43
Paraí,2.8,4301400,43
Paraíso do Sul,6.3,4301402,43
Pareci Novo,2.1,4301403,43
Parobé,4.6,4301405,43
Passa Sete,12.6,4301406,43
Passo do Sobrado,5.8,4301407,43
Passo Fundo,3.3,4301410,43
Paulo Bento,4.1,4301413,43
Paverama,5.9,4301415,43
Pedras Altas,10.8,4301417,43
Pedro Osório,8.9,4301420,43
Pejuçara,4.7,4301430,43
Pelotas,4.2,4301440,43
Picada Café,2.1,4301442,43
Pinhal,8.9,4301445,43
Pinhal da Serra,8.3,4301446,43
Pinhal Grande,7.2,4301447,43
Pinheirinho do Vale,9.9,4301449,43
Pinheiro Machado,9.1,4301450,43
Pirapó,12.1,4301455,43
Piratini,11.5,4301460,43
Planalto,11.1,4301470,43
Poço das Antas,2.6,4301475,43
Pontão,5.3,4301477,43
Ponte Preta,5.8,4301478,43
Portão,4.5,4301480,43
Porto Alegre,2.2,4301490,43
Porto Lucena,8.0,4301500,43
Porto Mauá,6.8,4301505,43
Porto Vera Cruz,7.5,4301507,43
Porto Xavier,11.0,4301510,43
Pouso Novo,9.1,4301513,43
Presidente Lucena,3.0,4301514,43
Progresso,8.5,4301515,43
Protásio Alves,6.5,4301517,43
Putinga,8.7,4301520,43
Quaraí,4.6,4301530,43
Quatro Irmãos,9.9,4301531,43
Quevedos,10.6,4301532,43
Quinze de Novembro,4.4,4301535,43
Redentora,15.4,4301540,43
Relvado,3.8,4301545,43
Restinga Seca,6.7,4301550,43
Rio dos Índios,14.5,4301555,43
Rio Grande,4.4,4301560,43
Rio Pardo,7.5,4301570,43
Riozinho,8.2,4301575,43
Roca Sales,2.6,4301580,43
Rodeio Bonito,8.8,4301590,43
Rolador,7.0,4301595,43
Rolante,6.4,4301600,43
Ronda Alta,7.9,4301610,43
Rondinha,3.4,4301620,43
Roque Gonzales,7.3,4301630,43
Rosário do Sul,7.5,4301640,43
Sagrada Família,14.7,4301642,43
Saldanha Marinho,4.8,4301643,43
Salto do Jacuí,8.5,4301645,43
Salvador das Missões,1.1,4301647,43
Salvador do Sul,2.1,4301650,43
Sananduva,5.1,4301660,43
Sant'Ana do Livramento,3.9,4301710,43
Santa Bárbara do Sul,7.8,4301670,43
Santa Cecília do Sul,5.4,4301673,43
Santa Clara do Sul,3.8,4301675,43
Santa Cruz do Sul,2.8,4301680,43
Santa Margarida do Sul,12.7,4301697,43
Santa Maria,3.2,4301690,43
Santa Maria do Herval,1.3,4301695,43
Santa Rosa,3.4,4301720,43
Santa Tereza,3.2,4301725,43
Santa Vitória do Palmar,6.3,4301730,43
Santana da Boa Vista,14.2,4301700,43
Santiago,4.1,4301740,43
Santo Ângelo,4.1,4301750,43
Santo Antônio da Patrulha,8.6,4301760,43
Santo Antônio das Missões,9.6,4301770,43
Santo Antônio do Palma,6.4,4301755,43
Santo Antônio do Planalto,4.0,4301775,43
Santo Augusto,8.8,4301780,43
Santo Cristo,2.6,4301790,43
Santo Expedito do Sul,7.9,4301795,43
São Borja,6.6,4301800,43
São Domingos do Sul,3.3,4301805,43
São Francisco de Assis,8.0,4301810,43
São Francisco de Paula,6.3,4301820,43
São Gabriel,8.0,4301830,43
São Jerônimo,8.4,4301840,43
São João da Urtiga,8.1,4301842,43
São João do Polêsine,3.7,4301843,43
São Jorge,3.1,4301844,43
São José das Missões,10.4,4301845,43
São José do Herval,14.5,4301846,43
São José do Hortêncio,1.5,4301848,43
São José do Inhacorá,3.4,4301849,43
São José do Norte,16.9,4301850,43
São José do Ouro,5.0,4301860,43
São José do Sul,2.1,4301861,43
São José dos Ausentes,7.0,4301862,43
São Leopoldo,3.0,4301870,43
São Lourenço do Sul,4.8,4301880,43
São Luiz Gonzaga,6.4,4301890,43
São Marcos,3.4,4301900,43
São Martinho,6.0,4301910,43
São Martinho da Serra,8.4,4301912,43
São Miguel das Missões,9.0,4301915,43
São Nicolau,12.3,4301920,43
São Paulo das Missões,6.5,4301930,43
São Pedro da Serra,1.4,4301935,43
São Pedro das Missões,13.9,4301936,43
São Pedro do Butiá,2.8,4301937,43
São Pedro do Sul,6.0,4301940,43
São Sebastião do Caí,3.8,4301950,43
São Sepé,7.1,4301960,43
São Valentim,8.6,4301970,43
São Valentim do Sul,5.6,4301971,43
São Valério do Sul,11.6,4301973,43
São Vendelino,1.6,4301975,43
São Vicente do Sul,7.1,4301980,43
Sapiranga,3.5,4301990,43
Sapucaia do Sul,3.4,4302000,43
Sarandi,4.8,4302010,43
Seberi,8.0,4302020,43
Sede Nova,8.2,4302023,43
Segredo,9.4,4302026,43
Selbach,3.3,4302030,43
Senador Salgado Filho,5.5,4302032,43
Sentinela do Sul,7.0,4302035,43
Serafina Corrêa,3.1,4302040,43
Sério,11.2,4302045,43
Sertão,5.9,4302050,43
Sertão Santana,7.0,4302055,43
Sete de Setembro,4.7,4302057,43
Severiano de Almeida,6.5,4302060,43
Silveira Martins,5.3,4302065,43
Sinimbu,7.6,4302067,43
Sobradinho,6.5,4302070,43
Soledade,8.7,4302080,43
Tabaí,7.3,4302085,43
Tapejara,3.5,4302090,43
Tapera,4.3,4302100,43
Tapes,6.7,4302110,43
Taquara,4.4,4302120,43
Taquari,5.5,4302130,43
Taquaruçu do Sul,8.2,4302132,43
Tavares,14.3,4302135,43
Tenente Portela,7.8,4302140,43
Terra de Areia,8.3,4302143,43
Teutônia,1.7,4302145,43
Tio Hugo,5.7,4302146,43
Tiradentes do Sul,9.8,4302147,43
Toropi,5.8,4302149,43
Torres,5.0,4302150,43
Tramandaí,3.8,4302160,43
Travesseiro,4.3,4302162,43
Três Arroios,4.6,4302163,43
Três Cachoeiras,6.1,4302166,43
Três Coroas,5.4,4302170,43
Três de Maio,3.8,4302180,43
Três Forquilhas,15.5,4302183,43
Três Palmeiras,11.8,4302185,43
Três Passos,4.8,4302190,43
Trindade do Sul,12.2,4302195,43
Triunfo,6.3,4302200,43
Tucunduva,4.6,4302210,43
Tunas,11.6,4302215,43
Tupanci do Sul,10.0,4302218,43
Tupanciretã,4.3,4302220,43
Tupandi,1.9,4302225,43
Tuparendi,5.4,4302230,43
Turuçu,7.5,4302232,43
Ubiretama,4.3,4302234,43
União da Serra,3.9,4302235,43
Unistalda,9.8,4302237,43
Uruguaiana,3.7,4302240,43
Vacaria,5.4,4302250,43
