Município,rate,id,codigo_uf
Matutina,11.4,3104120,31
Medeiros,5.3,3104130,31
Medina,22.4,3104140,31
Mendes Pimentel,23.8,3104150,31
Mercês,12.6,3104160,31
Mesquita,19.2,3104170,31
Minas Novas,23.3,3104180,31
Minduri,7.8,3104190,31
Mirabela,15.8,3104200,31
Miradouro,13.6,3104210,31
Miraí,13.4,3104220,31
Miravânia,22.8,3104225,31
Moeda,6.9,3104230,31
Moema,6.5,3104240,31
Monjolos,15.5,3104250,31
Monsenhor Paulo,11.1,3104260,31
Montalvânia,22.5,3104270,31
Monte Alegre de Minas,10.6,3104280,31
Monte Azul,23.2,3104290,31
Monte Belo,10.4,3104300,31
Monte Carmelo,6.7,3104310,31
Monte Formoso,30.7,3104315,31
Monte Santo de Minas,12.2,3104320,31
Monte Sião,6.9,3104340,31
Montes Claros,6.2,3104330,31
Montezuma,23.4,3104345,31
Morada Nova de Minas,9.4,3104350,31
Morro da Garça,11.3,3104360,31
Morro do Pilar,23.8,3104370,31
Munhoz,11.6,3104380,31
Muriaé,7.5,3104390,31
Mutum,18.8,3104400,31
Muzambinho,5.6,3104410,31
Nacip Raydan,22.5,3104420,31
Nanuque,14.8,3104430,31
Naque,14.2,3104435,31
Natalândia,12.7,3104437,31
Natércia,8.5,3104440,31
Nazareno,8.8,3104450,31
Nepomuceno,9.9,3104460,31
Ninheira,37.2,3104465,31
Nova Belém,24.7,3104467,31
Nova Era,6.9,3104470,31
Nova Lima,2.9,3104480,31
Nova Módica,23.6,3104490,31
Nova Ponte,9.4,3104500,31
Nova Porteirinha,18.1,3104505,31
Nova Resende,7.2,3104510,31
Nova Serrana,4.5,3104520,31
Nova União,12.1,3103660,31
Novo Cruzeiro,28.2,3104530,31
Novo Oriente de Minas,30.9,3104535,31
Novorizonte,21.1,3104537,31
Olaria,18.1,3104540,31
Olhos-d'Água,17.1,3104545,31
Olímpio Noronha,14.2,3104550,31
Oliveira,6.0,3104560,31
Oliveira Fortes,18.1,3104570,31
Onça de Pitangui,9.7,3104580,31
Oratórios,16.2,3104585,31
Orizânia,15.9,3104587,31
Ouro Branco,4.6,3104590,31
Ouro Fino,7.4,3104600,31
Ouro Preto,4.1,3104610,31
Ouro Verde de Minas,29.0,3104620,31
Padre Carvalho,26.7,3104625,31
Padre Paraíso,21.3,3104630,31
Pai Pedro,30.4,3104655,31
Paineiras,11.6,3104640,31
Pains,4.6,3104650,31
Paiva,12.6,3104660,31
Palma,11.9,3104670,31
Palmópolis,29.5,3104675,31
Papagaios,8.2,3104690,31
Pará de Minas,3.8,3104710,31
Paracatu,7.2,3104700,31
Paraguaçu,6.4,3104720,31
Paraisópolis,8.9,3104730,31
Paraopeba,6.0,3104740,31
Passa Quatro,5.2,3104760,31
Passa Tempo,7.3,3104770,31
Passa-Vinte,13.3,3104780,31
Passabém,17.0,3104750,31
Passos,5.3,3104790,31
Patis,23.0,3104795,31
Patos de Minas,5.0,3104800,31
Patrocínio,6.7,3104810,31
Patrocínio do Muriaé,9.4,3104820,31
Paula Cândido,9.5,3104830,31
Paulistas,17.1,3104840,31
Pavão,23.6,3104850,31
Peçanha,19.4,3104860,31
Pedra Azul,18.7,3104870,31
Pedra Bonita,14.5,3104875,31
Pedra do Anta,19.2,3104880,31
Pedra do Indaiá,9.8,3104890,31
Pedra Dourada,14.3,3104900,31
Pedralva,8.2,3104910,31
Pedras de Maria da Cruz,21.2,3104915,31
Pedrinópolis,10.2,3104920,31
Pedro Leopoldo,5.6,3104930,31
Pedro Teixeira,11.3,3104940,31
Pequeri,7.3,3104950,31
Pequi,6.6,3104960,31
Perdigão,6.6,3104970,31
Perdizes,7.9,3104980,31
Perdões,7.6,3104990,31
Periquito,18.6,3104995,31
Pescador,18.9,3105000,31
Piau,12.3,3105010,31
Piedade de Caratinga,17.3,3105015,31
Piedade de Ponte Nova,15.1,3105020,31
Piedade do Rio Grande,12.9,3105030,31
Piedade dos Gerais,14.6,3105040,31
Pimenta,8.2,3105050,31
Pingo-d'Água,17.0,3105053,31
Pintópolis,17.7,3105057,31
Piracema,11.8,3105060,31
Pirajuba,7.9,3105070,31
Piranga,12.0,3105080,31
Piranguçu,8.5,3105090,31
Piranguinho,7.0,3105100,31
Pirapetinga,7.3,3105110,31
Pirapora,6.7,3105120,31
Piraúba,9.6,3105130,31
Pitangui,5.0,3105140,31
Piumhi,6.0,3105150,31
Planura,8.7,3105160,31
Poço Fundo,6.2,3105170,31
Poços de Caldas,3.4,3105180,31
Pocrane,17.8,3105190,31
Pompéu,10.6,3105200,31
Ponte Nova,6.2,3105210,31
Ponto Chique,15.2,3105213,31
Ponto dos Volantes,30.4,3105217,31
Porteirinha,21.3,3105220,31
Porto Firme,12.5,3105230,31
Poté,26.2,3105240,31
Pouso Alegre,3.9,3105250,31
Pouso Alto,8.4,3105260,31
Prados,5.5,3105270,31
Prata,8.9,3105280,31
Pratápolis,8.3,3105290,31
Pratinha,12.3,3105300,31
Presidente Bernardes,11.9,3105310,31
Presidente Juscelino,21.1,3105320,31
Presidente Kubitschek,13.3,3105330,31
Presidente Olegário,10.2,3105340,31
Prudente de Morais,6.6,3105360,31
Quartel Geral,12.3,3105370,31
Queluzito,6.0,3105380,31
Raposos,5.4,3105390,31
Raul Soares,13.7,3105400,31
Recreio,11.1,3105410,31
Reduto,13.4,3105415,31
Resende Costa,5.9,3105420,31
Resplendor,14.0,3105430,31
Ressaquinha,11.4,3105440,31
Riachinho,14.4,3105445,31
Riacho dos Machados,21.7,3105450,31
Ribeirão das Neves,6.2,3105460,31
Ribeirão Vermelho,4.7,3105470,31
Rio Acima,7.9,3105480,31
Rio Casca,11.2,3105490,31
Rio do Prado,24.6,3105510,31
Rio Doce,12.5,3105500,31
Rio Espera,12.8,3105520,31
Rio Manso,10.6,3105530,31
Rio Novo,9.1,3105540,31
Rio Paranaíba,7.4,3105550,31
Rio Pardo de Minas,23.7,3105560,31
Rio Piracicaba,8.1,3105570,31
Rio Pomba,7.9,3105580,31
Rio Preto,10.1,3105590,31
Rio Vermelho,25.3,3105600,31
Ritápolis,8.4,3105610,31
Rochedo de Minas,9.0,3105620,31
Rodeiro,6.8,3105630,31
Romaria,8.7,3105640,31
Rosário da Limeira,13.4,3105645,31
Rubelita,20.7,3105650,31
Rubim,26.9,3105660,31
Sabará,5.0,3105670,31
Sabinópolis,16.6,3105680,31
Sacramento,6.0,3105690,31
Salinas,16.7,3105700,31
Salto da Divisa,26.1,3105710,31
Santa Bárbara,4.7,3105720,31
Santa Bárbara do Leste,13.4,3105725,31
Santa Bárbara do Monte Verde,14.8,3105727,31
Santa Bárbara do Tugúrio,14.1,3105730,31
Santa Cruz de Minas,5.8,3105733,31
Santa Cruz de Salinas,26.3,3105737,31
Santa Cruz do Escalvado,14.9,3105740,31
Santa Efigênia de Minas,19.8,3105750,31
Santa Fé de Minas,20.0,3105760,31
Santa Helena de Minas,30.1,3105765,31
Santa Juliana,5.2,3105770,31
Santa Luzia,4.6,3105780,31
Santa Margarida,11.4,3105790,31
Santa Maria de Itabira,12.3,3105800,31
Santa Maria do Salto,27.6,3105810,31
Santa Maria do Suaçuí,23.1,3105820,31
Santa Rita de Caldas,7.9,3105920,31
Santa Rita de Ibitipoca,17.0,3105940,31
Santa Rita de Jacutinga,11.5,3105930,31
Santa Rita de Minas,15.6,3105935,31
Santa Rita do Itueto,18.6,3105950,31
Santa Rita do Sapucaí,8.4,3105960,31
Santa Rosa da Serra,11.8,3105970,31
Santa Vitória,11.6,3105980,31
Santana da Vargem,7.9,3105830,31
Santana de Cataguases,12.5,3105840,31
Santana de Pirapama,18.4,3105850,31
Santana do Deserto,11.1,3105860,31
Santana do Garambéu,19.0,3105870,31
Santana do Jacaré,14.6,3105880,31
Santana do Manhuaçu,16.2,3105890,31
Santana do Paraíso,9.7,3105895,31
Santana do Riacho,16.4,3105900,31
Santana dos Montes,10.9,3105910,31
Santo Antônio do Amparo,12.1,3105990,31
Santo Antônio do Aventureiro,14.0,3106000,31
Santo Antônio do Grama,16.6,3106010,31
Santo Antônio do Itambé,23.2,3106020,31
Santo Antônio do Jacinto,28.3,3106030,31
Santo Antônio do Monte,5.7,3106040,31
Santo Antônio do Retiro,32.3,3106045,31
Santo Antônio do Rio Abaixo,19.5,3106050,31
Santo Hipólito,17.3,3106060,31
Santos Dumont,7.1,3106070,31
São Bento Abade,11.8,3106080,31
São Brás do Suaçuí,3.2,3106090,31
São Domingos das Dores,12.0,3106095,31
São Domingos do Prata,8.6,3106100,31
São Félix de Minas,23.3,3106105,31
São Francisco,17.1,3106110,31
São Francisco de Paula,11.4,3106120,31
São Francisco de Sales,10.3,3106130,31
São Francisco do Glória,14.9,3106140,31
São Geraldo,9.6,3106150,31
São Geraldo da Piedade,19.8,3106160,31
São Geraldo do Baixio,20.7,3106165,31
São Gonçalo do Abaeté,11.3,3106170,31
São Gonçalo do Pará,5.8,3106180,31
São Gonçalo do Rio Abaixo,11.7,3106190,31
São Gonçalo do Rio Preto,18.5,3102550,31
São Gonçalo do Sapucaí,8.3,3106200,31
São Gotardo,7.3,3106210,31
São João Batista do Glória,9.6,3106220,31
São João da Lagoa,14.7,3106225,31
São João da Mata,12.2,3106230,31
São João da Ponte,30.7,3106240,31
São João das Missões,29.0,3106245,31
São João del Rei,3.5,3106250,31
São João do Manhuaçu,14.0,3106255,31
São João do Manteninha,22.0,3106257,31
São João do Oriente,17.5,3106260,31
São João do Pacuí,22.8,3106265,31
São João do Paraíso,27.3,3106270,31
São João Evangelista,16.4,3106280,31
São João Nepomuceno,5.3,3106290,31
São Joaquim de Bicas,8.5,3106292,31
São José da Barra,6.4,3106294,31
São José da Lapa,5.0,3106295,31
São José da Safira,23.1,3106300,31
São José da Varginha,6.5,3106310,31
São José do Alegre,9.1,3106320,31
São José do Divino,19.2,3106330,31
São José do Goiabal,12.7,3106340,31
São José do Jacuri,19.4,3106350,31
São José do Mantimento,17.6,3106360,31
São Lourenço,4.3,3106370,31
São Miguel do Anta,17.5,3106380,31
São Pedro da União,11.5,3106390,31
São Pedro do Suaçuí,18.6,3106410,31
São Pedro dos Ferros,14.0,3106400,31
São Romão,12.9,3106420,31
São Roque de Minas,9.0,3106430,31
São Sebastião da Bela Vista,13.6,3106440,31
São Sebastião da Vargem Alegre,11.5,3106443,31
São Sebastião do Anta,18.4,3106447,31
São Sebastião do Maranhão,23.0,3106450,31
São Sebastião do Oeste,9.6,3106460,31
São Sebastião do Paraíso,6.8,3106470,31
São Sebastião do Rio Preto,13.4,3106480,31
São Sebastião do Rio Verde,10.1,3106490,31
São Thomé das Letras,13.5,3106520,31
São Tiago,7.2,3106500,31
São Tomás de Aquino,10.4,3106510,31
São Vicente de Minas,6.1,3106530,31
Sapucaí-Mirim,10.3,3106540,31
Sardoá,16.7,3106550,31
Sarzedo,6.5,3106553,31
Sem-Peixe,15.6,3106556,31
Senador Amaral,10.9,3106557,31
Senador Cortes,11.7,3106560,31
Senador Firmino,10.1,3106570,31
Senador José Bento,11.8,3106580,31
Senador Modestino Gonçalves,22.7,3106590,31
Senhora de Oliveira,12.3,3106600,31
Senhora do Porto,18.7,3106610,31
Senhora dos Remédios,12.6,3106620,31
Sericita,17.7,3106630,31
Seritinga,9.7,3106640,31
Serra Azul de Minas,28.6,3106650,31
Serra da Saudade,13.4,3106660,31
Serra do Salitre,8.7,3106680,31
Serra dos Aimorés,19.5,3106670,31
Serrania,14.0,3106690,31
Serranópolis de Minas,19.2,3106695,31
Serranos,17.7,3106700,31
Serro,18.9,3106710,31
Sete Lagoas,3.9,3106720,31
Setubinha,31.9,3106555,31
Silveirânia,11.9,3106730,31
Silvianópolis,12.0,3106740,31
Simão Pereira,11.1,3106750,31
Simonésia,17.0,3106760,31
Sobrália,19.5,3106770,31
Soledade de Minas,9.2,3106780,31
Tabuleiro,11.9,3106790,31
Taiobeiras,17.4,3106800,31
Taparuba,16.4,3106805,31
Tapira,5.7,3106810,31
Tapiraí,14.3,3106820,31
Taquaraçu de Minas,13.9,3106830,31
Tarumirim,17.1,3106840,31
Teixeiras,10.3,3106850,31
Teófilo Otoni,12.6,3106860,31
Timóteo,4.0,3106870,31
Tiradentes,5.7,3106880,31
Tiros,11.4,3106890,31
Tocantins,8.8,3106900,31
Tocos do Moji,9.9,3106905,31
Toledo,15.5,3106910,31
Tombos,14.7,3106920,31
Três Corações,7.2,3106930,31
Três Marias,7.6,3106935,31
Três Pontas,8.6,3106940,31
Tumiritinga,17.9,3106950,31
Tupaciguara,8.7,3106960,31
Turmalina,14.4,3106970,31
Turvolândia,9.1,3106980,31
Ubá,5.4,3106990,31
Ubaí,19.8,3107000,31
Ubaporanga,15.4,3107005,31
Uberaba,4.0,3107010,31
Uberlândia,3.6,3107020,31
Umburatiba,24.9,3107030,31
Unaí,8.7,3107040,31
União de Minas,13.4,3107043,31
Uruana de Minas,17.7,3107047,31
Urucânia,15.3,3107050,31
Urucuia,12.8,3107052,31
Vargem Alegre,18.1,3107057,31
Vargem Bonita,7.3,3107060,31
Vargem Grande do Rio Pardo,25.0,3107065,31
Varginha,4.2,3107070,31
Varjão de Minas,8.0,3107075,31
Várzea da Palma,12.9,3107080,31
Varzelândia,24.1,3107090,31
Vazante,7.6,3107100,31
Verdelândia,26.3,3107103,31
Veredinha,20.3,3107107,31
Veríssimo,8.9,3107110,31
Vermelho Novo,13.6,3107115,31
Vespasiano,6.1,3107120,31
Viçosa,5.2,3107130,31
Vieiras,13.8,3107140,31
Virgem da Lapa,21.6,3107160,31
Virgínia,11.6,3107170,31
Virginópolis,12.6,3107180,31
Virgolândia,21.0,3107190,31
Visconde do Rio Branco,8.5,3107200,31
Volta Grande,12.5,3107210,31
Wenceslau Braz,6.5,3107220,31
Afonso Cláudio,13.7,3200010,32
Água Doce do Norte,19.5,3200016,32
Águia Branca,15.0,3200013,32
Alegre,13.2,3200020,32
Alfredo Chaves,6.9,3200030,32
Alto Rio Novo,16.6,3200035,32
Anchieta,7.2,3200040,32
Apiacá,14.1,3200050,32
Aracruz,7.7,3200060,32
Atilio Vivacqua,9.7,3200070,32
Baixo Guandu,12.0,3200080,32
Barra de São Francisco,15.1,3200090,32
Boa Esperança,15.5,3200100,32
Bom Jesus do Norte,8.5,3200110,32
Brejetuba,18.9,3200115,32
Cachoeiro de Itapemirim,5.8,3200120,32
Cariacica,6.0,3200130,32
Castelo,8.0,3200140,32
Colatina,7.9,3200150,32
Conceição da Barra,14.7,3200160,32
Conceição do Castelo,12.6,3200170,32
Divino de São Lourenço,15.7,3200180,32
Domingos Martins,10.7,3200190,32
Dores do Rio Preto,18.1,3200200,32
Ecoporanga,20.0,3200210,32
Fundão,9.1,3200220,32
Governador Lindenberg,11.5,3200225,32
Guaçuí,11.0,3200230,32
Guarapari,6.6,3200240,32
Ibatiba,17.2,3200245,32
Ibiraçu,7.4,3200250,32
Ibitirama,19.8,3200255,32
Iconha,6.5,3200260,32
Irupi,18.0,3200265,32
Itaguaçu,13.7,3200270,32
Itapemirim,11.7,3200280,32
Itarana,9.8,3200290,32
Iúna,13.6,3200300,32
Jaguaré,13.4,3200305,32
Jerônimo Monteiro,12.6,3200310,32
João Neiva,6.8,3200313,32
Laranja da Terra,12.3,3200316,32
Linhares,9.1,3200320,32
Mantenópolis,19.6,3200330,32
Marataízes,10.7,3200332,32
Marechal Floriano,9.6,3200334,32
Marilândia,12.7,3200335,32
Mimoso do Sul,12.3,3200340,32
Montanha,17.2,3200350,32
Mucurici,19.7,3200360,32
Muniz Freire,13.3,3200370,32
Muqui,11.1,3200380,32
Nova Venécia,11.8,3200390,32
Pancas,17.2,3200400,32
Pedro Canário,17.8,3200405,32
Pinheiros,15.6,3200410,32
Piúma,6.6,3200420,32
Ponto Belo,21.9,3200425,32
Presidente Kennedy,17.1,3200430,32
Rio Bananal,13.5,3200435,32
Rio Novo do Sul,8.0,3200440,32
Santa Leopoldina,12.5,3200450,32
Santa Maria de Jetibá,11.8,3200455,32
Santa Teresa,9.6,3200460,32
São Domingos do Norte,10.8,3200465,32
São Gabriel da Palha,10.6,3200470,32
São José do Calçado,12.0,3200480,32
São Mateus,9.6,3200490,32
São Roque do Canaã,10.2,3200495,32
Serra,5.5,3200500,32
Sooretama,13.2,3200501,32
Vargem Alta,12.5,3200503,32
Venda Nova do Imigrante,7.7,3200506,32
Viana,7.9,3200510,32
Vila Pavão,14.2,3200515,32
Vila Valério,13.5,3200517,32
Vila Velha,3.6,3200520,32
Vitória,2.5,3200530,32
Angra dos Reis,5.1,3300010,33
Aperibé,10.6,3300015,33
Araruama,6.9,3300020,33
Areal,6.8,3300022,33
Armação dos Búzios,4.9,3300023,33
Arraial do Cabo,4.1,3300025,33
Barra do Piraí,4.4,3300030,33
Barra Mansa,4.2,3300040,33
Belford Roxo,5.1,3300045,33
Bom Jardim,9.9,3300050,33
Bom Jesus do Itabapoana,10.0,3300060,33
Cabo Frio,4.8,3300070,33
Cachoeiras de Macacu,7.6,3300080,33
Cambuci,13.6,3300090,33
Campos dos Goytacazes,6.8,3300100,33
Cantagalo,9.3,3300110,33
Carapebus,7.0,3300093,33
Cardoso Moreira,13.9,3300115,33
Carmo,8.5,3300120,33
Casimiro de Abreu,6.1,3300130,33
Comendador Levy Gasparian,7.7,3300095,33
Conceição de Macabu,7.6,3300140,33
Cordeiro,5.3,3300150,33
Duas Barras,11.8,3300160,33
Duque de Caxias,4.8,3300170,33
Engenheiro Paulo de Frontin,5.9,3300180,33
Guapimirim,8.5,3300185,33
Iguaba Grande,4.3,3300187,33
Itaboraí,6.4,3300190,33
Itaguaí,5.6,3300200,33
Italva,10.3,3300205,33
Itaocara,10.9,3300210,33
Itaperuna,7.0,3300220,33
Itatiaia,7.0,3300225,33
Japeri,7.4,3300227,33
Laje do Muriaé,14.1,3300230,33
Macaé,4.1,3300240,33
Macuco,8.9,3300245,33
Magé,6.2,3300250,33
Mangaratiba,4.2,3300260,33
Maricá,4.9,3300270,33
Mendes,6.0,3300280,33
Mesquita,3.5,3300285,33
Miguel Pereira,7.5,3300290,33
Miracema,10.6,3300300,33
Natividade,9.9,3300310,33
Nilópolis,2.0,3300320,33
Niterói,2.3,3300330,33
Nova Friburgo,5.0,3300340,33
Nova Iguaçu,4.3,3300350,33
Paracambi,4.9,3300360,33
Paraíba do Sul,5.3,3300370,33
Paraty,7.8,3300380,33
Paty do Alferes,13.0,3300385,33
Petrópolis,3.9,3300390,33
Pinheiral,6.3,3300395,33
Piraí,8.0,3300400,33
Porciúncula,11.0,3300410,33
Porto Real,6.2,3300411,33
Quatis,5.4,3300412,33
Queimados,5.3,3300414,33
Quissamã,8.9,3300415,33
Resende,4.1,3300420,33
Rio Bonito,6.8,3300430,33
Rio Claro,10.1,3300440,33
Rio das Flores,7.8,3300450,33
Rio das Ostras,3.3,3300452,33
Rio de Janeiro,2.7,3300455,33
Santa Maria Madalena,13.5,3300460,33
Santo Antônio de Pádua,8.2,3300470,33
São Fidélis,9.3,3300480,33
São Francisco de Itabapoana,18.4,3300475,33
São Gonçalo,3.6,3300490,33
São João da Barra,10.4,3300500,33
São João de Meriti,3.4,3300510,33
São José de Ubá,14.8,3300513,33
São José do Vale do Rio Preto,11.5,3300515,33
São Pedro da Aldeia,6.2,3300520,33
São Sebastião do Alto,15.8,3300530,33
Sapucaia,8.9,3300540,33
Saquarema,5.8,3300550,33
Seropédica,5.8,3300555,33
Silva Jardim,12.3,3300560,33
Sumidouro,14.7,3300570,33
Tanguá,8.6,3300575,33
Teresópolis,6.5,3300580,33
Trajano de Moraes,14.3,3300590,33
Três Rios,5.5,3300600,33
Valença,5.9,3300610,33
Varre-Sai,12.4,3300615,33
Vassouras,7.3,3300620,33
Volta Redonda,3.1,3300630,33
Adamantina,5.8,3500010,35
Adolfo,7.8,3500020,35
Aguaí,8.3,3500030,35
Águas da Prata,5.3,3500040,35
Águas de Lindóia,5.9,3500050,35
Águas de Santa Bárbara,5.8,3500055,35
Águas de São Pedro,1.5,3500060,35
Agudos,5.2,3500070,35
Alambari,5.6,3500075,35
Alfredo Marcondes,10.5,3500080,35
Altair,9.5,3500090,35
Altinópolis,6.0,3500100,35
Alto Alegre,8.0,3500110,35
Alumínio,4.6,3500115,35
Álvares Florence,8.1,3500120,35
Álvares Machado,6.2,3500130,35
Álvaro de Carvalho,13.7,3500140,35
Alvinlândia,9.6,3500150,35
Americana,2.6,3500160,35
Américo Brasiliense,6.9,3500170,35
Américo de Campos,8.0,3500180,35
Amparo,4.5,3500190,35
Analândia,6.2,3500200,35
Andradina,6.0,3500210,35
Angatuba,5.8,3500220,35
Anhembi,6.9,3500230,35
Anhumas,6.1,3500240,35
Aparecida,3.0,3500250,35
Aparecida d'Oeste,14.1,3500260,35
Apiaí,7.6,3500270,35
Araçariguama,6.3,3500275,35
Araçatuba,3.7,3500280,35
Araçoiaba da Serra,5.1,3500290,35
Aramina,5.6,3500300,35
Arandu,7.8,3500310,35
Arapeí,8.6,3500315,35
Araraquara,3.3,3500320,35
Araras,4.4,3500330,35
Arco-Íris,15.3,3500335,35
Arealva,6.8,3500340,35
Areias,7.1,3500350,35
Areiópolis,11.5,3500360,35
Ariranha,7.9,3500370,35
Artur Nogueira,5.9,3500380,35
Arujá,4.7,3500390,35
Aspásia,11.6,3500395,35
Assis,3.8,3500400,35
Atibaia,4.9,3500410,35
Auriflama,7.5,3500420,35
Avaí,7.2,3500430,35
Avanhandava,7.7,3500440,35
Avaré,4.6,3500450,35
Bady Bassitt,3.6,3500460,35
Balbinos,11.2,3500470,35
Bálsamo,6.3,3500480,35
Bananal,7.9,3500490,35
Barão de Antonina,9.3,3500500,35
Barbosa,9.0,3500510,35
Bariri,5.7,3500520,35
Barra Bonita,4.8,3500530,35
Barra do Chapéu,12.2,3500535,35
Barra do Turvo,17.3,3500540,35
Barretos,4.3,3500550,35
Barrinha,6.8,3500560,35
Barueri,4.1,3500570,35
Bastos,6.6,3500580,35
Batatais,4.4,3500590,35
Bauru,3.0,3500600,35
Bebedouro,4.6,3500610,35
Bento de Abreu,7.2,3500620,35
Bernardino de Campos,5.2,3500630,35
Bertioga,5.6,3500635,35
Bilac,7.6,3500640,35
Birigui,4.5,3500650,35
Biritiba-Mirim,8.6,3500660,35
Boa Esperança do Sul,9.3,3500670,35
Bocaina,5.9,3500680,35
Bofete,7.8,3500690,35
Boituva,5.5,3500700,35
Bom Jesus dos Perdões,6.2,3500710,35
Bom Sucesso de Itararé,12.1,3500715,35
Borá,9.0,3500720,35
Boracéia,6.7,3500730,35
Borborema,8.7,3500740,35
Borebi,8.2,3500745,35
Botucatu,4.0,3500750,35
Bragança Paulista,4.4,3500760,35
Braúna,8.5,3500770,35
Brejo Alegre,11.1,3500775,35
Brodowski,4.3,3500780,35
Brotas,6.0,3500790,35
Buri,9.7,3500800,35
Buritama,8.4,3500810,35
Buritizal,4.4,3500820,35
Cabrália Paulista,10.5,3500830,35
Cabreúva,6.0,3500840,35
Caçapava,3.5,3500850,35
Cachoeira Paulista,3.8,3500860,35
Caconde,7.1,3500870,35
Cafelândia,6.4,3500880,35
Caiabu,12.9,3500890,35
Caieiras,3.8,3500900,35
Caiuá,11.2,3500910,35
Cajamar,4.9,3500920,35
Cajati,9.3,3500925,35
Cajobi,8.7,3500930,35
Cajuru,5.5,3500940,35
Campina do Monte Alegre,8.2,3500945,35
Campinas,3.2,3500950,35
Campo Limpo Paulista,4.2,3500960,35
Campos do Jordão,3.8,3500970,35
Campos Novos Paulista,9.5,3500980,35
Cananéia,7.5,3500990,35
Canas,5.9,3500995,35
Cândido Mota,5.4,3501000,35
Cândido Rodrigues,9.0,3501010,35
Canitar,8.9,3501015,35
Capão Bonito,7.7,3501020,35
Capela do Alto,6.1,3501030,35
Capivari,4.3,3501040,35
Caraguatatuba,4.6,3501050,35
Carapicuíba,4.5,3501060,35
Cardoso,9.7,3501070,35
Casa Branca,5.4,3501080,35
Cássia dos Coqueiros,8.2,3501090,35
Castilho,8.6,3501100,35
Catanduva,4.8,3501110,35
Catiguá,9.5,3501120,35
Cedral,5.5,3501130,35
Cerqueira César,6.1,3501140,35
Cerquilho,3.8,3501150,35
Cesário Lange,4.8,3501160,35
Charqueada,6.9,3501170,35
Chavantes,8.3,3505720,35
Clementina,8.1,3501190,35
Colina,6.0,3501200,35
Colômbia,9.5,3501210,35
Conchal,10.4,3501220,35
Conchas,6.0,3501230,35
Cordeirópolis,4.1,3501240,35
Coroados,5.3,3501250,35
Coronel Macedo,12.4,3501260,35
Corumbataí,7.5,3501270,35
Cosmópolis,4.9,3501280,35
Cosmorama,8.3,3501290,35
Cotia,4.2,3501300,35
Cravinhos,5.4,3501310,35
Cristais Paulista,7.8,3501320,35
Cruzália,7.0,3501330,35
Cruzeiro,2.7,3501340,35
Cubatão,5.6,3501350,35
Cunha,9.7,3501360,35
Descalvado,4.9,3501370,35
Diadema,4.1,3501380,35
Dirce Reis,12.7,3501385,35
Divinolândia,6.0,3501390,35
Dobrada,13.7,3501400,35
Dois Córregos,7.4,3501410,35
Dolcinópolis,11.9,3501420,35
Dourado,6.9,3501430,35
Dracena,5.8,3501440,35
Duartina,6.4,3501450,35
Dumont,8.0,3501460,35
Echaporã,10.6,3501470,35
Eldorado,11.1,3501480,35
Elias Fausto,7.7,3501490,35
Elisiário,11.0,3501492,35
Embaúba,9.2,3501495,35
Embu das Artes,4.8,3501500,35
Embu-Guaçu,5.7,3501510,35
Emilianópolis,11.4,3501512,35
Engenheiro Coelho,8.8,3501515,35
Espírito Santo do Pinhal,5.0,3501518,35
Espírito Santo do Turvo,9.4,3501519,35
Estiva Gerbi,4.9,3505730,35
Estrela d'Oeste,8.8,3501520,35
Estrela do Norte,9.5,3501530,35
Euclides da Cunha Paulista,13.7,3501535,35
Fartura,6.1,3501540,35
Fernando Prestes,7.6,3501560,35
Fernandópolis,5.6,3501550,35
Fernão,8.2,3501565,35
Ferraz de Vasconcelos,4.7,3501570,35
Flora Rica,13.0,3501580,35
Floreal,7.3,3501590,35
Flórida Paulista,9.6,3501600,35
Florínia,9.1,3501610,35
Franca,3.0,3501620,35
Francisco Morato,6.3,3501630,35
Franco da Rocha,5.4,3501640,35
Gabriel Monteiro,7.4,3501650,35
Gália,10.9,3501660,35
Garça,6.1,3501670,35
Gastão Vidigal,9.5,3501680,35
Gavião Peixoto,11.3,3501685,35
General Salgado,7.4,3501690,35
Getulina,9.1,3501700,35
Glicério,8.2,3501710,35
Guaiçara,5.8,3501720,35
Guaimbê,12.2,3501730,35
Guaíra,5.5,3501740,35
Guapiaçu,7.4,3501750,35
Guapiara,12.5,3501760,35
Guará,9.4,3501770,35
Guaraçaí,9.1,3501780,35
Guaraci,8.7,3501790,35
Guarani d'Oeste,9.9,3501800,35
Guarantã,10.7,3501810,35
Guararapes,6.4,3501820,35
Guararema,6.1,3501830,35
Guaratinguetá,2.7,3501840,35
Guareí,8.1,3501850,35
Guariba,10.0,3501860,35
Guarujá,4.9,3501870,35
Guarulhos,3.8,3501880,35
Guatapará,8.9,3501885,35
Guzolândia,12.5,3501890,35
Herculândia,9.0,3501900,35
Holambra,5.3,3501905,35
Hortolândia,4.4,3501907,35
Iacanga,6.2,3501910,35
Iacri,9.6,3501920,35
Iaras,8.5,3501925,35
Ibaté,7.3,3501930,35
Ibirá,8.7,3501940,35
Ibirarema,6.5,3501950,35
Ibitinga,5.7,3501960,35
Ibiúna,8.2,3501970,35
Icém,7.4,3501980,35
Iepê,7.2,3501990,35
Igaraçu do Tietê,7.9,3502000,35
Igarapava,7.6,3502010,35
Igaratá,10.4,3502020,35
Iguape,7.4,3502030,35
Ilha Comprida,6.1,3502042,35
Ilha Solteira,5.0,3502044,35
Ilhabela,4.5,3502040,35
